Transaction,department,EXPENSEACCOUNT,ITEM,QUANTITY,QUANTITYSHIPRECV,QUANTITYBILLED,RATE,rateamount,netamount,expectedshipdate,expectedreceiptdate,MEMO,mainline,UNIQUEKEY,kitmemberof
1131946,30,889,31,15,15,15,72,72,1080,,,,,244064,
1131949,18,305,27,88,88,88,3,3,264,,,,,244065,
1131952,13,617,15,80,80,80,56,56,4480,,,,,244066,
1131955,30,607,24,80,80,80,71,71,5680,,,,,244067,
1131956,12,889,15,12,12,12,56,56,672,,,,,244068,
1131961,17,568,19,16,16,16,44,44,704,,,,,244069,
1131965,24,305,27,16,16,16,3,3,48,,,,,244070,
1131970,18,108,27,0,0,0,3,3,0,,,,,244071,
1131975,31,305,29,98,98,98,18,18,1764,,,,,244072,
1131977,28,305,17,85,85,85,10,10,850,,,,,244073,
1131981,23,300,18,1,1,1,100,100,100,,,,,244074,
1131986,19,889,15,55,55,55,56,56,3080,,,,,244075,
1131987,35,108,23,17,17,17,97,97,1649,,,,,244076,
1131989,33,889,19,56,56,56,44,44,2464,,,,,244077,
1131990,32,855,18,68,68,68,100,100,6800,,,,,244078,
1131991,25,607,22,21,21,21,8,8,168,,,,,244079,
1131994,31,889,25,0,0,0,78,78,0,,,,,244080,
1131996,25,855,19,88,88,88,44,44,3872,,,,,244081,
1131997,33,688,22,36,36,36,8,8,288,,,,,244082,
1132001,22,607,26,92,92,92,58,58,5336,,,,,244083,
1132005,12,108,18,9,9,9,100,100,900,,,,,244084,
1132007,21,607,21,60,60,60,20,20,1200,,,,,244085,
1132011,34,889,14,64,64,64,57,57,3648,,,,,244086,
1132014,36,300,25,94,94,94,78,78,7332,,,,,244087,
1132017,26,889,22,73,73,73,8,8,584,,,,,244088,
1132018,24,543,25,99,99,99,78,78,7722,,,,,244089,
1132021,27,889,30,79,79,79,21,21,1659,,,,,244090,
1132025,22,617,21,95,95,95,20,20,1900,,,,,244091,
1132026,28,305,22,72,72,72,8,8,576,,,,,244092,
1132030,37,300,24,3,3,3,71,71,213,,,,,244093,
1132034,22,108,26,85,85,85,58,58,4930,,,,,244094,
1132038,27,855,15,70,70,70,56,56,3920,,,,,244095,
1132042,31,305,21,14,14,14,20,20,280,,,,,244096,
1132046,31,688,23,27,27,27,97,97,2619,,,,,244097,
1132050,32,617,26,9,9,9,58,58,522,,,,,244098,
1132054,19,568,24,29,29,29,71,71,2059,,,,,244099,
1132056,34,108,30,94,94,94,21,21,1974,,,,,244100,
1132058,16,108,25,82,82,82,78,78,6396,,,,,244101,
1132060,19,607,19,59,59,59,44,44,2596,,,,,244102,
1132065,11,855,24,30,30,30,71,71,2130,,,,,244103,
1132066,20,855,20,52,52,52,28,28,1456,,,,,244104,
1132069,12,607,21,2,2,2,20,20,40,,,,,244105,
1132072,29,568,31,76,76,76,72,72,5472,,,,,244106,
1132074,36,568,30,25,25,25,21,21,525,,,,,244107,
1132079,11,543,18,100,100,100,100,100,10000,,,,,244108,
1132083,14,300,28,11,11,11,12,12,132,,,,,244109,
1132084,12,607,29,64,64,64,18,18,1152,,,,,244110,
1132088,15,889,18,32,32,32,100,100,3200,,,,,244111,
1132092,21,617,27,99,99,99,3,3,297,,,,,244112,
1132097,30,305,26,42,42,42,58,58,2436,,,,,244113,
1132098,11,305,22,59,59,59,8,8,472,,,,,244114,
1132102,34,688,20,60,60,60,28,28,1680,,,,,244115,
1132105,34,607,24,16,16,16,71,71,1136,,,,,244116,
1132108,36,617,18,83,83,83,100,100,8300,,,,,244117,
1132111,37,688,18,49,49,49,100,100,4900,,,,,244118,
1132113,31,688,26,84,84,84,58,58,4872,,,,,244119,
1132116,30,889,25,94,94,94,78,78,7332,,,,,244120,
1132117,29,108,24,99,99,99,71,71,7029,,,,,244121,
1132118,26,607,22,35,35,0,8,8,280,,,,,244122,
1132121,12,108,27,5,5,5,3,3,15,,,,,244123,
1132124,37,300,20,60,60,60,28,28,1680,,,,,244124,
1132129,17,617,18,84,84,84,100,100,8400,,,,,244125,
1132133,20,568,14,74,74,74,57,57,4218,,,,,244126,
1132136,22,568,27,40,40,40,3,3,120,,,,,244127,
1132140,14,543,22,43,43,43,8,8,344,,,,,244128,
1132141,24,305,19,17,17,17,44,44,748,,,,,244129,
1132146,25,617,14,15,15,15,57,57,855,,,,,244130,
1132149,19,617,25,36,36,36,78,78,2808,,,,,244131,
1132153,29,889,29,33,33,33,18,18,594,,,,,244132,
1132155,28,108,29,74,74,74,18,18,1332,,,,,244133,
1132158,12,617,16,76,76,76,40,40,3040,,,,,244134,
1132162,23,108,19,2,2,2,44,44,88,,,,,244135,
1132167,21,688,21,64,64,64,20,20,1280,,,,,244136,
1132172,22,568,31,41,41,41,72,72,2952,,,,,244137,
1132173,19,108,28,43,43,43,12,12,516,,,,,244138,
1132175,21,889,14,92,92,92,57,57,5244,,,,,244139,
1132180,27,889,22,72,72,72,8,8,576,,,,,244140,
1132185,20,300,29,99,99,99,18,18,1782,,,,,244141,
1132186,32,855,16,61,61,61,40,40,2440,,,,,244142,
1132190,28,617,19,65,65,65,44,44,2860,,,,,244143,
1132195,25,688,15,99,99,99,56,56,5544,,,,,244144,
1132198,14,300,14,69,69,69,57,57,3933,,,,,244145,
1132199,34,108,17,5,5,5,10,10,50,,,,,244146,
1132203,11,617,17,53,53,53,10,10,530,,,,,244147,
1132208,20,568,26,10,10,10,58,58,580,,,,,244148,
1132211,12,607,17,21,21,21,10,10,210,,,,,244149,
1132215,37,855,23,56,56,56,97,97,5432,,,,,244150,
1132218,12,300,21,58,58,58,20,20,1160,,,,,244151,
1132222,26,305,17,33,33,33,10,10,330,,,,,244152,
1132227,37,617,23,51,51,51,97,97,4947,,,,,244153,
1132231,30,617,15,85,85,85,56,56,4760,,,,,244154,
1132236,21,108,27,9,9,9,3,3,27,,,,,244155,
1132239,13,617,25,5,5,5,78,78,390,,,,,244156,
1132240,19,688,16,61,61,61,40,40,2440,,,,,244157,
1132244,32,108,30,15,15,0,21,21,315,,,,,244158,
1132247,16,688,31,69,69,69,72,72,4968,,,,,244159,
1132250,17,543,20,56,56,56,28,28,1568,,,,,244160,
1132255,12,688,23,42,42,42,97,97,4074,,,,,244161,
1132259,25,617,24,31,31,31,71,71,2201,,,,,244162,
1132262,19,300,23,29,29,29,97,97,2813,,,,,244163,
1132266,11,889,15,48,48,48,56,56,2688,,,,,244164,
1132271,36,688,30,60,60,60,21,21,1260,,,,,244165,
1132272,13,889,25,79,79,79,78,78,6162,,,,,244166,
1132275,36,889,16,15,15,15,40,40,600,,,,,244167,
1132280,13,108,23,71,71,71,97,97,6887,,,,,244168,
1132284,37,568,19,95,95,95,44,44,4180,,,,,244169,
1132288,33,108,20,2,2,2,28,28,56,,,,,244170,
1132289,36,305,20,1,1,1,28,28,28,,,,,244171,
1132294,12,305,22,83,83,83,8,8,664,,,,,244172,
1132298,31,607,31,7,7,7,72,72,504,,,,,244173,
1132299,23,300,25,88,88,88,78,78,6864,,,,,244174,
1132302,34,543,31,47,47,47,72,72,3384,,,,,244175,
1132304,23,617,25,31,0,0,78,78,2418,,,,,244176,
1132305,35,300,27,91,91,91,3,3,273,,,,,244177,
1132307,28,300,28,25,25,25,12,12,300,,,,,244178,
1132310,32,568,18,60,60,60,100,100,6000,,,,,244179,
1132313,25,607,26,91,91,91,58,58,5278,,,,,244180,
1132314,13,688,20,23,23,23,28,28,644,,,,,244181,
1132316,17,300,27,84,84,84,3,3,252,,,,,244182,
1132318,27,300,19,29,29,29,44,44,1276,,,,,244183,
1132320,20,568,14,36,36,36,57,57,2052,,,,,244184,
1132325,14,855,31,96,96,96,72,72,6912,,,,,244185,
1132328,15,688,15,92,92,92,56,56,5152,,,,,244186,
1132331,23,300,24,58,58,58,71,71,4118,,,,,244187,
1132334,25,855,16,66,66,66,40,40,2640,,,,,244188,
1132338,28,305,17,60,60,60,10,10,600,,,,,244189,
1132342,16,889,22,41,41,41,8,8,328,,,,,244190,
1132344,35,688,28,1,1,1,12,12,12,,,,,244191,
1132345,31,889,20,48,48,48,28,28,1344,,,,,244192,
1132348,35,300,17,41,41,41,10,10,410,,,,,244193,
1132351,21,855,26,17,17,17,58,58,986,,,,,244194,
1132353,35,543,31,48,48,48,72,72,3456,,,,,244195,
1132356,36,889,28,47,0,0,12,12,564,,,,,244196,
1132358,32,108,26,23,23,23,58,58,1334,,,,,244197,
1132362,25,108,23,92,92,92,97,97,8924,,,,,244198,
1132364,22,889,23,54,54,54,97,97,5238,,,,,244199,
1132365,36,305,14,94,94,94,57,57,5358,,,,,244200,
1132370,24,889,18,30,30,30,100,100,3000,,,,,244201,
1132374,27,688,23,28,28,28,97,97,2716,,,,,244202,
1132379,29,855,25,25,25,25,78,78,1950,,,,,244203,
1132384,31,607,19,28,28,28,44,44,1232,,,,,244204,
1132385,18,607,14,36,36,36,57,57,2052,,,,,244205,
1132390,36,305,19,64,64,64,44,44,2816,,,,,244206,
1132391,16,568,27,18,18,18,3,3,54,,,,,244207,
1132393,36,305,27,27,27,27,3,3,81,,,,,244208,
1132397,27,617,17,81,81,81,10,10,810,,,,,244209,
1132402,31,543,20,77,77,77,28,28,2156,,,,,244210,
1132406,23,688,27,39,0,0,3,3,117,,,,,244211,
1132409,14,855,26,63,63,63,58,58,3654,,,,,244212,
1132412,31,688,21,49,49,49,20,20,980,,,,,244213,
1132414,14,543,25,54,54,54,78,78,4212,,,,,244214,
1132419,30,543,27,36,36,36,3,3,108,,,,,244215,
1132421,17,300,22,36,36,36,8,8,288,,,,,244216,
1132422,31,305,14,9,9,9,57,57,513,,,,,244217,
1132425,29,889,29,10,10,10,18,18,180,,,,,244218,
1132429,17,568,28,85,85,85,12,12,1020,,,,,244219,
1132434,13,855,28,74,74,74,12,12,888,,,,,244220,
1132435,23,543,28,98,98,98,12,12,1176,,,,,244221,
1132438,12,855,21,51,51,51,20,20,1020,,,,,244222,
1132442,35,617,24,38,38,38,71,71,2698,,,,,244223,
1132444,15,305,27,2,2,2,3,3,6,,,,,244224,
1132445,37,568,26,68,68,68,58,58,3944,,,,,244225,
1132449,19,607,15,85,85,85,56,56,4760,,,,,244226,
1132453,17,305,30,58,58,58,21,21,1218,,,,,244227,
1132458,25,568,31,30,30,30,72,72,2160,,,,,244228,
1132461,32,607,29,91,91,91,18,18,1638,,,,,244229,
1132463,35,108,26,6,6,6,58,58,348,,,,,244230,
1132468,34,543,17,14,14,14,10,10,140,,,,,244231,
1132469,11,543,30,69,69,69,21,21,1449,,,,,244232,
1132473,35,889,28,86,86,86,12,12,1032,,,,,244233,
1132478,21,688,27,60,60,60,3,3,180,,,,,244234,
1132480,12,305,20,58,58,58,28,28,1624,,,,,244235,
1132484,31,543,27,18,18,18,3,3,54,,,,,244236,
1132487,25,108,22,12,0,0,8,8,96,,,,,244237,
1132490,16,889,31,77,77,77,72,72,5544,,,,,244238,
1132495,30,568,31,35,35,35,72,72,2520,,,,,244239,
1132499,11,568,16,0,0,0,40,40,0,,,,,244240,
1132502,18,108,19,72,72,72,44,44,3168,,,,,244241,
1132505,13,568,19,14,14,14,44,44,616,,,,,244242,
1132509,30,568,26,33,33,33,58,58,1914,,,,,244243,
1132512,33,543,29,84,84,84,18,18,1512,,,,,244244,
1132515,17,607,27,9,9,9,3,3,27,,,,,244245,
1132520,15,305,18,0,0,0,100,100,0,,,,,244246,
1132523,27,300,17,22,22,22,10,10,220,,,,,244247,
1132527,22,855,26,94,94,94,58,58,5452,,,,,244248,
1132532,28,568,28,28,28,28,12,12,336,,,,,244249,
1132536,29,108,27,30,30,30,3,3,90,,,,,244250,
1132539,26,108,21,71,71,71,20,20,1420,,,,,244251,
1132542,22,568,21,92,92,92,20,20,1840,,,,,244252,
1132547,16,300,30,17,17,17,21,21,357,,,,,244253,
1132550,14,305,20,62,62,62,28,28,1736,,,,,244254,
1132551,37,855,24,56,0,0,71,71,3976,,,,,244255,
1132555,11,305,16,44,44,44,40,40,1760,,,,,244256,
1132560,32,617,26,36,36,36,58,58,2088,,,,,244257,
1132565,37,300,25,97,97,97,78,78,7566,,,,,244258,
1132566,16,855,15,22,0,0,56,56,1232,,,,,244259,
1132570,24,855,25,88,88,88,78,78,6864,,,,,244260,
1132573,31,688,22,71,71,71,8,8,568,,,,,244261,
1132574,14,607,28,9,9,9,12,12,108,,,,,244262,
1132577,18,688,15,57,57,57,56,56,3192,,,,,244263,
1132580,13,543,17,91,91,91,10,10,910,,,,,244264,
1132582,18,568,22,36,36,36,8,8,288,,,,,244265,
1132583,19,543,22,37,37,37,8,8,296,,,,,244266,
1132587,16,305,18,3,3,3,100,100,300,,,,,244267,
1132588,25,855,24,59,59,59,71,71,4189,,,,,244268,
1132592,31,568,26,19,19,19,58,58,1102,,,,,244269,
1132594,37,305,29,11,11,11,18,18,198,,,,,244270,
1132598,11,568,26,96,96,96,58,58,5568,,,,,244271,
1132600,23,889,24,82,82,82,71,71,5822,,,,,244272,
1132601,25,108,27,92,92,92,3,3,276,,,,,244273,
1132606,28,889,16,66,66,66,40,40,2640,,,,,244274,
1132609,17,889,31,56,56,56,72,72,4032,,,,,244275,
1132614,20,855,24,94,0,0,71,71,6674,,,,,244276,
1132615,16,617,30,9,9,9,21,21,189,,,,,244277,
1132619,30,889,31,36,36,36,72,72,2592,,,,,244278,
1132621,17,543,28,42,42,42,12,12,504,,,,,244279,
1132625,18,607,15,70,70,70,56,56,3920,,,,,244280,
1132627,18,543,17,73,73,73,10,10,730,,,,,244281,
1132631,32,568,27,90,90,90,3,3,270,,,,,244282,
1132636,33,568,25,29,29,29,78,78,2262,,,,,244283,
1132641,23,889,29,70,70,70,18,18,1260,,,,,244284,
1132643,21,617,31,40,40,40,72,72,2880,,,,,244285,
1132644,23,617,16,14,14,14,40,40,560,,,,,244286,
1132647,37,568,14,17,17,17,57,57,969,,,,,244287,
1132650,11,108,29,24,24,24,18,18,432,,,,,244288,
1132652,19,568,14,82,82,82,57,57,4674,,,,,244289,
1132655,33,688,23,64,64,64,97,97,6208,,,,,244290,
1132658,34,688,26,51,51,51,58,58,2958,,,,,244291,
1132662,25,617,29,15,15,15,18,18,270,,,,,244292,
1132666,25,543,29,66,66,0,18,18,1188,,,,,244293,
1132671,19,305,28,19,19,19,12,12,228,,,,,244294,
1132673,22,688,19,41,41,41,44,44,1804,,,,,244295,
1132677,11,568,28,17,17,0,12,12,204,,,,,244296,
1132682,24,889,24,3,3,3,71,71,213,,,,,244297,
1132687,28,855,18,58,58,58,100,100,5800,,,,,244298,
1132688,21,305,20,15,15,15,28,28,420,,,,,244299,
1132689,11,607,29,58,58,58,18,18,1044,,,,,244300,
1132692,34,889,30,34,0,0,21,21,714,,,,,244301,
1132696,34,305,29,76,76,76,18,18,1368,,,,,244302,
1132699,36,688,29,1,0,0,18,18,18,,,,,244303,
1132703,33,568,16,39,39,39,40,40,1560,,,,,244304,
1132705,32,108,27,54,54,54,3,3,162,,,,,244305,
1132708,20,688,27,79,79,79,3,3,237,,,,,244306,
1132709,34,305,19,59,59,59,44,44,2596,,,,,244307,
1132711,33,617,21,29,29,29,20,20,580,,,,,244308,
1132712,30,568,14,64,64,64,57,57,3648,,,,,244309,
1132716,28,305,27,23,23,23,3,3,69,,,,,244310,
1132721,21,617,20,92,92,92,28,28,2576,,,,,244311,
1132722,35,305,28,93,0,0,12,12,1116,,,,,244312,
1132725,19,688,31,98,98,98,72,72,7056,,,,,244313,
1132728,15,543,20,0,0,0,28,28,0,,,,,244314,
1132732,17,855,20,34,34,34,28,28,952,,,,,244315,
1132734,18,607,18,32,32,32,100,100,3200,,,,,244316,
1132735,25,305,20,11,11,11,28,28,308,,,,,244317,
1132736,30,543,19,75,0,0,44,44,3300,,,,,244318,
1132741,18,889,25,80,80,80,78,78,6240,,,,,244319,
1132742,22,617,28,11,11,11,12,12,132,,,,,244320,
1132743,15,568,20,20,20,0,28,28,560,,,,,244321,
1132748,32,108,22,96,96,96,8,8,768,,,,,244322,
1132751,20,108,20,66,66,0,28,28,1848,,,,,244323,
1132754,28,543,28,57,57,57,12,12,684,,,,,244324,
1132759,23,300,14,72,72,72,57,57,4104,,,,,244325,
1132764,12,855,21,32,32,32,20,20,640,,,,,244326,
1132766,29,300,31,10,10,10,72,72,720,,,,,244327,
1132770,31,889,14,100,100,100,57,57,5700,,,,,244328,
1132773,26,617,21,57,57,57,20,20,1140,,,,,244329,
1132776,21,617,21,0,0,0,20,20,0,,,,,244330,
1132781,27,889,15,77,77,77,56,56,4312,,,,,244331,
1132786,24,855,20,7,7,0,28,28,196,,,,,244332,
1132788,34,305,21,76,76,76,20,20,1520,,,,,244333,
1132789,15,617,15,22,22,22,56,56,1232,,,,,244334,
1132791,32,617,24,68,68,0,71,71,4828,,,,,244335,
1132792,29,855,20,69,69,69,28,28,1932,,,,,244336,
1132797,20,108,28,20,20,20,12,12,240,,,,,244337,
1132801,36,305,31,4,4,4,72,72,288,,,,,244338,
1132806,25,300,20,27,27,27,28,28,756,,,,,244339,
1132810,29,543,26,35,35,35,58,58,2030,,,,,244340,
1132811,26,607,15,86,86,86,56,56,4816,,,,,244341,
1132815,20,108,15,22,22,22,56,56,1232,,,,,244342,
1132819,13,568,29,95,95,95,18,18,1710,,,,,244343,
1132824,25,108,23,54,54,54,97,97,5238,,,,,244344,
1132826,13,305,17,89,89,89,10,10,890,,,,,244345,
1132831,15,607,24,71,71,71,71,71,5041,,,,,244346,
1132834,17,300,15,3,3,3,56,56,168,,,,,244347,
1132835,17,568,30,93,93,93,21,21,1953,,,,,244348,
1132837,34,568,18,20,20,20,100,100,2000,,,,,244349,
1132838,16,108,29,94,94,0,18,18,1692,,,,,244350,
1132839,25,108,22,7,7,7,8,8,56,,,,,244351,
1132844,36,889,25,87,87,87,78,78,6786,,,,,244352,
1132848,27,543,20,75,75,75,28,28,2100,,,,,244353,
1132851,29,617,17,94,94,94,10,10,940,,,,,244354,
1132854,17,300,17,55,55,55,10,10,550,,,,,244355,
1132859,11,688,14,35,35,35,57,57,1995,,,,,244356,
1132861,30,607,31,88,88,88,72,72,6336,,,,,244357,
1132866,37,607,21,94,94,94,20,20,1880,,,,,244358,
1132868,11,617,29,35,35,35,18,18,630,,,,,244359,
1132870,17,108,28,83,83,83,12,12,996,,,,,244360,
1132875,28,300,20,76,76,0,28,28,2128,,,,,244361,
1132879,31,300,20,58,58,58,28,28,1624,,,,,244362,
1132882,33,305,19,92,92,92,44,44,4048,,,,,244363,
1132884,28,617,17,69,0,0,10,10,690,,,,,244364,
1132885,19,855,27,45,45,45,3,3,135,,,,,244365,
1132890,17,300,29,27,27,27,18,18,486,,,,,244366,
1132894,20,607,17,8,8,8,10,10,80,,,,,244367,
1132897,11,300,31,28,28,28,72,72,2016,,,,,244368,
1132899,36,108,30,31,31,31,21,21,651,,,,,244369,
1132904,34,855,23,49,49,49,97,97,4753,,,,,244370,
1132908,36,108,19,92,92,92,44,44,4048,,,,,244371,
1132912,32,889,23,67,0,0,97,97,6499,,,,,244372,
1132916,27,300,17,45,45,45,10,10,450,,,,,244373,
1132918,35,889,22,61,61,61,8,8,488,,,,,244374,
1132921,14,688,28,53,53,53,12,12,636,,,,,244375,
1132924,31,617,23,54,54,54,97,97,5238,,,,,244376,
1132928,23,889,25,75,75,75,78,78,5850,,,,,244377,
1132929,23,617,17,26,26,26,10,10,260,,,,,244378,
1132932,24,855,26,68,68,68,58,58,3944,,,,,244379,
1132934,28,855,20,86,86,86,28,28,2408,,,,,244380,
1132935,32,688,21,93,93,93,20,20,1860,,,,,244381,
1132939,26,889,24,93,93,93,71,71,6603,,,,,244382,
1132940,28,889,30,92,92,92,21,21,1932,,,,,244383,
1132945,20,543,17,81,81,81,10,10,810,,,,,244384,
1132949,17,607,31,53,53,53,72,72,3816,,,,,244385,
1132950,34,305,15,48,48,48,56,56,2688,,,,,244386,
1132955,24,607,26,38,38,38,58,58,2204,,,,,244387,
1132956,35,305,30,3,0,0,21,21,63,,,,,244388,
1132958,28,305,17,71,71,71,10,10,710,,,,,244389,
1132963,31,617,28,94,94,94,12,12,1128,,,,,244390,
1132964,27,607,22,94,94,94,8,8,752,,,,,244391,
1132967,12,568,16,14,14,14,40,40,560,,,,,244392,
1132968,30,568,18,27,27,27,100,100,2700,,,,,244393,
1132970,33,889,27,60,60,60,3,3,180,,,,,244394,
1132975,13,688,22,73,73,73,8,8,584,,,,,244395,
1132977,11,688,16,64,64,64,40,40,2560,,,,,244396,
1132978,15,855,28,40,40,40,12,12,480,,,,,244397,
1132981,25,607,28,76,76,76,12,12,912,,,,,244398,
1132983,18,688,31,4,4,4,72,72,288,,,,,244399,
1132984,14,688,18,58,58,58,100,100,5800,,,,,244400,
1132989,21,305,15,50,0,0,56,56,2800,,,,,244401,
1132994,32,300,24,31,31,31,71,71,2201,,,,,244402,
1132999,24,617,16,82,82,82,40,40,3280,,,,,244403,
1133003,33,543,30,70,70,70,21,21,1470,,,,,244404,
1133004,30,617,19,21,21,21,44,44,924,,,,,244405,
1133009,28,108,25,69,69,69,78,78,5382,,,,,244406,
1133011,33,568,16,50,50,50,40,40,2000,,,,,244407,
1133015,27,617,22,62,62,62,8,8,496,,,,,244408,
1133019,35,617,17,5,5,5,10,10,50,,,,,244409,
1133020,15,889,30,20,20,20,21,21,420,,,,,244410,
1133025,24,889,30,79,79,79,21,21,1659,,,,,244411,
1133027,19,688,14,100,100,100,57,57,5700,,,,,244412,
1133028,25,305,23,9,9,9,97,97,873,,,,,244413,
1133030,32,300,24,92,92,92,71,71,6532,,,,,244414,
1133033,32,568,17,30,30,30,10,10,300,,,,,244415,
1133038,20,305,26,44,44,44,58,58,2552,,,,,244416,
1133042,15,607,24,57,57,57,71,71,4047,,,,,244417,
1133045,14,543,16,65,65,65,40,40,2600,,,,,244418,
1133046,13,688,21,20,20,20,20,20,400,,,,,244419,
1133048,32,543,25,95,0,0,78,78,7410,,,,,244420,
1133049,16,305,22,85,85,85,8,8,680,,,,,244421,
1133051,28,617,30,2,2,2,21,21,42,,,,,244422,
1133053,37,889,29,22,22,22,18,18,396,,,,,244423,
1133058,14,568,28,53,53,53,12,12,636,,,,,244424,
1133060,37,855,19,44,44,44,44,44,1936,,,,,244425,
1133065,22,607,20,42,42,42,28,28,1176,,,,,244426,
1133068,22,305,20,73,73,73,28,28,2044,,,,,244427,
1133069,11,688,16,14,14,14,40,40,560,,,,,244428,
1133070,21,568,26,22,22,0,58,58,1276,,,,,244429,
1133073,31,607,21,23,23,23,20,20,460,,,,,244430,
1133076,28,108,26,23,23,23,58,58,1334,,,,,244431,
1133081,24,543,22,48,48,48,8,8,384,,,,,244432,
1133085,37,543,19,19,19,19,44,44,836,,,,,244433,
1133090,26,617,17,77,77,77,10,10,770,,,,,244434,
1133094,12,568,20,2,2,2,28,28,56,,,,,244435,
1133097,26,889,26,3,3,0,58,58,174,,,,,244436,
1133100,15,688,23,81,81,81,97,97,7857,,,,,244437,
1133105,29,568,22,33,33,33,8,8,264,,,,,244438,
1133106,30,568,17,11,11,11,10,10,110,,,,,244439,
1133108,24,688,17,31,31,31,10,10,310,,,,,244440,
1133113,24,617,22,84,84,84,8,8,672,,,,,244441,
1133117,25,305,27,10,10,10,3,3,30,,,,,244442,
1133122,22,607,17,58,58,58,10,10,580,,,,,244443,
1133125,28,543,29,6,6,6,18,18,108,,,,,244444,
1133127,31,688,16,27,27,27,40,40,1080,,,,,244445,
1133131,24,617,17,12,12,12,10,10,120,,,,,244446,
1133133,31,305,31,32,32,32,72,72,2304,,,,,244447,
1133135,29,688,20,42,42,42,28,28,1176,,,,,244448,
1133138,19,568,31,0,0,0,72,72,0,,,,,244449,
1133142,12,617,19,86,86,86,44,44,3784,,,,,244450,
1133143,17,300,26,68,68,68,58,58,3944,,,,,244451,
1133147,24,108,31,81,81,81,72,72,5832,,,,,244452,
1133150,15,889,25,85,85,85,78,78,6630,,,,,244453,
1133153,27,543,20,18,18,18,28,28,504,,,,,244454,
1133157,29,688,26,73,0,0,58,58,4234,,,,,244455,
1133158,20,543,22,44,44,44,8,8,352,,,,,244456,
1133159,34,300,25,27,27,27,78,78,2106,,,,,244457,
1133163,13,568,29,74,74,74,18,18,1332,,,,,244458,
1133167,12,855,28,46,46,46,12,12,552,,,,,244459,
1133169,30,108,29,29,29,29,18,18,522,,,,,244460,
1133173,31,889,28,4,4,4,12,12,48,,,,,244461,
1133177,27,543,20,76,76,76,28,28,2128,,,,,244462,
1133179,20,543,16,33,33,33,40,40,1320,,,,,244463,
1133184,24,543,29,16,16,16,18,18,288,,,,,244464,
1133186,37,568,20,49,49,49,28,28,1372,,,,,244465,
1133191,34,855,18,18,0,0,100,100,1800,,,,,244466,
1133192,19,688,14,71,71,71,57,57,4047,,,,,244467,
1133197,28,108,24,19,19,19,71,71,1349,,,,,244468,
1133201,27,688,25,89,89,89,78,78,6942,,,,,244469,
1133204,11,543,25,69,69,0,78,78,5382,,,,,244470,
1133209,16,617,26,65,65,65,58,58,3770,,,,,244471,
1133214,14,607,23,68,68,68,97,97,6596,,,,,244472,
1133216,21,568,28,18,18,18,12,12,216,,,,,244473,
1133221,31,108,21,21,21,21,20,20,420,,,,,244474,
1133225,32,607,30,89,89,89,21,21,1869,,,,,244475,
1133226,20,688,20,92,92,92,28,28,2576,,,,,244476,
1133231,17,543,30,98,98,98,21,21,2058,,,,,244477,
1133235,35,543,29,83,83,83,18,18,1494,,,,,244478,
1133238,24,855,27,81,81,81,3,3,243,,,,,244479,
1133240,14,108,24,44,44,44,71,71,3124,,,,,244480,
1133244,17,108,21,7,7,7,20,20,140,,,,,244481,
1133246,16,300,28,69,69,69,12,12,828,,,,,244482,
1133251,22,108,26,4,4,4,58,58,232,,,,,244483,
1133254,27,305,21,37,37,37,20,20,740,,,,,244484,
1133256,37,300,19,51,51,51,44,44,2244,,,,,244485,
1133258,19,617,16,75,75,75,40,40,3000,,,,,244486,
1133260,12,855,16,95,95,95,40,40,3800,,,,,244487,
1133264,29,617,23,83,83,0,97,97,8051,,,,,244488,
1133269,29,617,14,75,75,75,57,57,4275,,,,,244489,
1133273,25,568,29,1,1,1,18,18,18,,,,,244490,
1133277,11,300,16,84,84,84,40,40,3360,,,,,244491,
1133281,31,543,21,63,63,63,20,20,1260,,,,,244492,
1133282,29,300,23,95,95,95,97,97,9215,,,,,244493,
1133283,17,688,24,41,41,41,71,71,2911,,,,,244494,
1133287,28,855,28,4,4,4,12,12,48,,,,,244495,
1133291,29,688,31,44,44,44,72,72,3168,,,,,244496,
1133296,31,889,19,4,4,4,44,44,176,,,,,244497,
1133297,12,617,22,44,0,0,8,8,352,,,,,244498,
1133301,26,855,22,100,100,100,8,8,800,,,,,244499,
1133303,16,607,26,77,77,77,58,58,4466,,,,,244500,
1133306,32,607,27,75,75,75,3,3,225,,,,,244501,
1133310,13,607,19,41,41,41,44,44,1804,,,,,244502,
1133315,25,617,19,95,95,95,44,44,4180,,,,,244503,
1133319,17,607,20,6,6,6,28,28,168,,,,,244504,
1133324,21,300,17,13,13,13,10,10,130,,,,,244505,
1133329,13,543,22,91,91,0,8,8,728,,,,,244506,
1133331,30,855,18,24,24,24,100,100,2400,,,,,244507,
1133334,26,305,25,100,100,100,78,78,7800,,,,,244508,
1133339,25,568,19,58,58,58,44,44,2552,,,,,244509,
1133343,14,617,17,66,66,66,10,10,660,,,,,244510,
1133346,23,617,30,66,66,66,21,21,1386,,,,,244511,
1133349,15,617,28,79,79,79,12,12,948,,,,,244512,
1133353,25,688,25,63,63,63,78,78,4914,,,,,244513,
1133357,15,607,30,45,45,45,21,21,945,,,,,244514,
1133358,12,543,29,98,0,0,18,18,1764,,,,,244515,
1133360,14,617,21,97,97,97,20,20,1940,,,,,244516,
1133363,21,607,18,92,92,92,100,100,9200,,,,,244517,
