Transaction,department,EXPENSEACCOUNT,ITEM,QUANTITY,QUANTITYSHIPRECV,QUANTITYBILLED,RATE,rateamount ,netamount ,expectedshipdate ,expectedreceiptdate ,MEMO ,mainline,UNIQUEKEY ,kitmemberof
1138278,27,108,24,53,53,53,71,71,3763,,,,,246192,
1138279,16,108,21,72,72,72,20,20,1440,,,,,246193,
1138283,17,305,29,100,100,100,18,18,1800,,,,,246194,
1138285,22,300,30,31,31,31,21,21,651,,,,,246195,
1138289,20,617,30,4,4,4,21,21,84,,,,,246196,
1138292,27,855,31,85,85,85,72,72,6120,,,,,246197,
1138297,24,889,15,63,63,63,56,56,3528,,,,,246198,
1138298,13,108,28,8,8,8,12,12,96,,,,,246199,
1138303,25,688,28,37,37,37,12,12,444,,,,,246200,
1138306,32,889,21,8,8,8,20,20,160,,,,,246201,
1138307,23,889,30,85,85,85,21,21,1785,,,,,246202,
1138311,18,889,31,18,18,18,72,72,1296,,,,,246203,
1138312,24,617,23,25,25,25,97,97,2425,,,,,246204,
1138315,33,108,26,90,90,90,58,58,5220,,,,,246205,
1138318,11,568,28,12,12,12,12,12,144,,,,,246206,
1138321,12,568,22,42,42,42,8,8,336,,,,,246207,
1138323,31,688,17,6,6,6,10,10,60,,,,,246208,
1138326,35,543,31,32,32,32,72,72,2304,,,,,246209,
1138329,28,543,31,62,62,62,72,72,4464,,,,,246210,
1138333,26,305,16,29,29,29,40,40,1160,,,,,246211,
1138334,37,543,28,98,98,98,12,12,1176,,,,,246212,
1138338,16,300,30,2,2,2,21,21,42,,,,,246213,
1138341,19,617,21,51,51,51,20,20,1020,,,,,246214,
1138346,21,568,14,84,84,84,57,57,4788,,,,,246215,
1138349,37,300,15,10,10,10,56,56,560,,,,,246216,
1138354,21,688,17,33,33,33,10,10,330,,,,,246217,
1138356,13,543,19,91,91,91,44,44,4004,,,,,246218,
1138357,26,568,14,90,90,90,57,57,5130,,,,,246219,
1138359,25,108,27,19,19,0,3,3,57,,,,,246220,
1138362,14,305,31,22,22,22,72,72,1584,,,,,246221,
1138363,20,855,24,62,62,62,71,71,4402,,,,,246222,
1138365,27,568,31,18,18,18,72,72,1296,,,,,246223,
1138366,24,300,26,11,11,11,58,58,638,,,,,246224,
1138371,24,568,18,12,12,12,100,100,1200,,,,,246225,
1138374,33,305,19,55,55,55,44,44,2420,,,,,246226,
1138375,12,300,23,27,27,27,97,97,2619,,,,,246227,
1138376,31,688,23,41,41,41,97,97,3977,,,,,246228,
1138378,20,855,29,14,0,0,18,18,252,,,,,246229,
1138382,29,543,16,95,95,95,40,40,3800,,,,,246230,
1138385,12,108,19,13,13,13,44,44,572,,,,,246231,
1138388,28,108,31,60,60,60,72,72,4320,,,,,246232,
1138389,14,568,31,34,34,34,72,72,2448,,,,,246233,
1138392,35,889,17,17,17,17,10,10,170,,,,,246234,
1138395,37,108,22,77,77,77,8,8,616,,,,,246235,
1138397,18,607,31,14,14,14,72,72,1008,,,,,246236,
1138400,21,855,31,52,52,52,72,72,3744,,,,,246237,
1138402,28,617,17,88,88,88,10,10,880,,,,,246238,
1138404,31,305,18,71,71,71,100,100,7100,,,,,246239,
1138406,31,855,24,69,69,69,71,71,4899,,,,,246240,
1138410,25,305,25,5,5,5,78,78,390,,,,,246241,
1138414,21,108,14,39,39,39,57,57,2223,,,,,246242,
1138419,30,108,23,55,55,55,97,97,5335,,,,,246243,
1138424,35,300,28,3,3,3,12,12,36,,,,,246244,
1138427,33,568,15,1,1,1,56,56,56,,,,,246245,
1138432,22,889,29,33,33,33,18,18,594,,,,,246246,
1138437,17,889,18,34,34,34,100,100,3400,,,,,246247,
1138439,26,305,21,75,75,75,20,20,1500,,,,,246248,
1138442,29,305,27,76,76,76,3,3,228,,,,,246249,
1138444,27,855,27,32,32,32,3,3,96,,,,,246250,
1138447,19,889,24,83,83,83,71,71,5893,,,,,246251,
1138450,33,568,16,14,14,14,40,40,560,,,,,246252,
1138455,22,300,29,7,7,7,18,18,126,,,,,246253,
1138457,16,688,30,73,0,0,21,21,1533,,,,,246254,
1138460,36,855,15,70,70,70,56,56,3920,,,,,246255,
1138464,15,543,17,19,19,19,10,10,190,,,,,246256,
1138467,27,108,27,78,78,78,3,3,234,,,,,246257,
1138471,12,607,30,84,84,84,21,21,1764,,,,,246258,
1138472,34,108,27,35,35,35,3,3,105,,,,,246259,
1138473,17,108,26,11,11,0,58,58,638,,,,,246260,
1138475,32,889,21,53,53,53,20,20,1060,,,,,246261,
1138476,19,688,23,20,20,20,97,97,1940,,,,,246262,
1138479,20,543,22,49,49,49,8,8,392,,,,,246263,
1138482,37,855,24,59,59,59,71,71,4189,,,,,246264,
1138485,34,889,30,23,23,23,21,21,483,,,,,246265,
1138487,35,568,17,2,2,2,10,10,20,,,,,246266,
1138489,15,543,16,62,62,62,40,40,2480,,,,,246267,
1138494,19,607,20,87,87,87,28,28,2436,,,,,246268,
1138499,26,855,26,40,40,40,58,58,2320,,,,,246269,
1138500,27,568,24,44,44,44,71,71,3124,,,,,246270,
1138501,22,305,23,81,81,81,97,97,7857,,,,,246271,
1138504,37,617,21,94,94,94,20,20,1880,,,,,246272,
1138506,37,607,21,9,9,9,20,20,180,,,,,246273,
1138508,14,300,28,8,8,8,12,12,96,,,,,246274,
1138513,12,688,20,19,19,19,28,28,532,,,,,246275,
1138518,13,889,21,82,82,82,20,20,1640,,,,,246276,
1138522,24,568,25,52,52,52,78,78,4056,,,,,246277,
1138527,12,305,30,21,21,21,21,21,441,,,,,246278,
1138530,27,543,29,95,95,95,18,18,1710,,,,,246279,
1138534,21,300,16,36,36,36,40,40,1440,,,,,246280,
1138536,14,568,15,39,39,39,56,56,2184,,,,,246281,
1138539,11,543,19,43,43,43,44,44,1892,,,,,246282,
1138542,13,889,20,33,33,33,28,28,924,,,,,246283,
1138544,37,305,14,67,67,67,57,57,3819,,,,,246284,
1138546,33,108,15,32,32,32,56,56,1792,,,,,246285,
1138550,24,607,28,38,38,38,12,12,456,,,,,246286,
1138553,36,607,18,6,6,6,100,100,600,,,,,246287,
1138557,19,108,22,80,80,80,8,8,640,,,,,246288,
1138560,31,607,15,11,11,11,56,56,616,,,,,246289,
1138561,31,889,16,72,72,72,40,40,2880,,,,,246290,
1138562,19,108,14,47,47,47,57,57,2679,,,,,246291,
1138567,12,305,18,80,80,80,100,100,8000,,,,,246292,
1138569,22,108,15,48,48,48,56,56,2688,,,,,246293,
1138574,34,855,31,73,73,73,72,72,5256,,,,,246294,
1138577,22,607,19,0,0,0,44,44,0,,,,,246295,
1138581,16,617,24,90,90,90,71,71,6390,,,,,246296,
1138584,34,108,21,64,64,64,20,20,1280,,,,,246297,
1138589,33,617,28,43,43,43,12,12,516,,,,,246298,
1138590,29,688,19,36,36,36,44,44,1584,,,,,246299,
1138592,15,108,31,70,70,70,72,72,5040,,,,,246300,
1138593,37,568,21,22,22,22,20,20,440,,,,,246301,
1138594,14,108,20,67,67,67,28,28,1876,,,,,246302,
1138596,36,607,25,40,40,40,78,78,3120,,,,,246303,
1138597,33,568,28,82,82,82,12,12,984,,,,,246304,
1138598,34,617,28,13,13,13,12,12,156,,,,,246305,
1138601,15,617,24,78,78,0,71,71,5538,,,,,246306,
1138606,14,688,18,54,54,0,100,100,5400,,,,,246307,
1138608,18,889,15,63,63,63,56,56,3528,,,,,246308,
1138613,35,617,31,31,31,31,72,72,2232,,,,,246309,
1138617,32,889,17,44,44,44,10,10,440,,,,,246310,
1138620,27,568,22,20,20,20,8,8,160,,,,,246311,
1138622,19,889,18,99,99,0,100,100,9900,,,,,246312,
1138624,28,617,25,53,53,53,78,78,4134,,,,,246313,
1138625,12,543,20,24,0,0,28,28,672,,,,,246314,
1138626,17,889,18,10,10,10,100,100,1000,,,,,246315,
1138631,22,607,22,94,94,94,8,8,752,,,,,246316,
1138636,14,855,23,16,16,16,97,97,1552,,,,,246317,
1138639,21,305,31,78,78,0,72,72,5616,,,,,246318,
1138641,18,305,25,88,88,88,78,78,6864,,,,,246319,
1138646,13,617,25,46,46,46,78,78,3588,,,,,246320,
1138648,37,305,21,54,54,54,20,20,1080,,,,,246321,
1138650,13,305,30,72,72,72,21,21,1512,,,,,246322,
1138654,23,855,14,96,96,96,57,57,5472,,,,,246323,
1138655,20,855,16,43,43,43,40,40,1720,,,,,246324,
1138659,13,108,16,18,18,18,40,40,720,,,,,246325,
1138660,11,889,22,98,98,98,8,8,784,,,,,246326,
1138665,34,607,23,38,38,0,97,97,3686,,,,,246327,
1138667,22,108,15,26,26,26,56,56,1456,,,,,246328,
1138669,12,568,28,36,36,36,12,12,432,,,,,246329,
1138673,35,305,21,94,94,94,20,20,1880,,,,,246330,
1138674,16,855,22,77,77,77,8,8,616,,,,,246331,
1138679,11,300,31,12,0,0,72,72,864,,,,,246332,
1138684,25,617,29,42,42,42,18,18,756,,,,,246333,
1138686,25,855,22,42,0,0,8,8,336,,,,,246334,
1138687,36,617,16,11,11,11,40,40,440,,,,,246335,
1138692,28,300,18,39,39,39,100,100,3900,,,,,246336,
1138697,25,300,27,27,27,27,3,3,81,,,,,246337,
1138702,12,617,28,23,23,23,12,12,276,,,,,246338,
1138706,35,688,30,51,51,51,21,21,1071,,,,,246339,
1138708,25,688,25,94,94,94,78,78,7332,,,,,246340,
1138712,18,889,18,14,14,14,100,100,1400,,,,,246341,
1138713,13,568,30,99,99,99,21,21,2079,,,,,246342,
1138717,21,617,24,50,50,50,71,71,3550,,,,,246343,
1138722,19,688,26,76,76,76,58,58,4408,,,,,246344,
1138725,32,889,23,36,36,36,97,97,3492,,,,,246345,
1138730,31,855,30,28,28,28,21,21,588,,,,,246346,
1138734,26,568,31,80,80,80,72,72,5760,,,,,246347,
1138736,31,300,23,54,54,54,97,97,5238,,,,,246348,
1138740,28,568,27,10,10,10,3,3,30,,,,,246349,
1138741,16,543,17,43,43,43,10,10,430,,,,,246350,
1138745,24,688,15,84,0,0,56,56,4704,,,,,246351,
1138750,19,617,20,50,50,50,28,28,1400,,,,,246352,
1138755,25,568,15,12,12,12,56,56,672,,,,,246353,
1138760,31,688,16,51,51,51,40,40,2040,,,,,246354,
1138761,29,889,18,3,3,3,100,100,300,,,,,246355,
1138764,24,607,25,48,48,48,78,78,3744,,,,,246356,
1138767,28,108,14,66,66,66,57,57,3762,,,,,246357,
1138770,37,305,20,76,76,76,28,28,2128,,,,,246358,
1138771,25,568,24,50,50,50,71,71,3550,,,,,246359,
1138773,32,543,29,41,41,41,18,18,738,,,,,246360,
1138775,20,688,26,92,0,0,58,58,5336,,,,,246361,
1138776,24,607,16,8,8,8,40,40,320,,,,,246362,
1138777,17,688,20,86,86,86,28,28,2408,,,,,246363,
1138778,23,568,31,55,55,55,72,72,3960,,,,,246364,
1138780,18,568,29,71,71,71,18,18,1278,,,,,246365,
1138785,27,300,14,96,96,96,57,57,5472,,,,,246366,
1138790,17,300,23,45,45,45,97,97,4365,,,,,246367,
1138794,27,889,15,89,89,89,56,56,4984,,,,,246368,
1138798,33,607,25,35,35,35,78,78,2730,,,,,246369,
1138801,13,300,27,49,49,49,3,3,147,,,,,246370,
1138806,14,305,21,28,28,28,20,20,560,,,,,246371,
1138811,17,108,30,45,45,45,21,21,945,,,,,246372,
1138814,25,607,29,71,71,71,18,18,1278,,,,,246373,
1138815,28,305,17,74,74,74,10,10,740,,,,,246374,
1138819,24,617,27,41,41,41,3,3,123,,,,,246375,
1138821,31,607,22,3,3,3,8,8,24,,,,,246376,
1138824,28,688,23,50,50,50,97,97,4850,,,,,246377,
1138827,29,568,28,73,73,73,12,12,876,,,,,246378,
1138831,13,300,25,60,0,0,78,78,4680,,,,,246379,
1138834,34,617,18,51,0,0,100,100,5100,,,,,246380,
1138838,15,688,17,75,75,75,10,10,750,,,,,246381,
1138840,11,607,26,41,41,41,58,58,2378,,,,,246382,
1138841,33,108,19,78,78,78,44,44,3432,,,,,246383,
1138844,21,568,27,43,43,43,3,3,129,,,,,246384,
1138848,18,305,21,11,11,11,20,20,220,,,,,246385,
1138851,26,889,20,22,22,22,28,28,616,,,,,246386,
1138852,18,305,14,21,21,0,57,57,1197,,,,,246387,
1138855,14,617,14,57,57,57,57,57,3249,,,,,246388,
1138856,33,889,16,16,16,16,40,40,640,,,,,246389,
1138857,36,617,16,22,22,22,40,40,880,,,,,246390,
1138858,21,855,14,43,43,43,57,57,2451,,,,,246391,
1138861,34,607,21,77,77,77,20,20,1540,,,,,246392,
1138863,21,855,21,38,38,38,20,20,760,,,,,246393,
1138868,24,855,15,81,81,81,56,56,4536,,,,,246394,
1138869,27,855,15,69,69,69,56,56,3864,,,,,246395,
1138871,18,889,25,14,14,14,78,78,1092,,,,,246396,
1138875,24,568,18,30,30,30,100,100,3000,,,,,246397,
1138876,26,607,25,87,87,87,78,78,6786,,,,,246398,
1138878,20,617,22,38,38,38,8,8,304,,,,,246399,
1138879,21,300,27,71,71,71,3,3,213,,,,,246400,
1138881,16,889,23,19,19,19,97,97,1843,,,,,246401,
1138886,18,607,19,53,0,0,44,44,2332,,,,,246402,
1138887,15,300,25,30,30,30,78,78,2340,,,,,246403,
1138888,26,568,19,0,0,0,44,44,0,,,,,246404,
1138892,16,108,17,43,43,43,10,10,430,,,,,246405,
1138893,31,568,18,59,59,59,100,100,5900,,,,,246406,
1138896,14,568,20,37,37,37,28,28,1036,,,,,246407,
1138900,27,617,27,71,0,0,3,3,213,,,,,246408,
1138901,17,617,27,26,26,26,3,3,78,,,,,246409,
1138902,30,108,29,13,0,0,18,18,234,,,,,246410,
1138905,23,543,30,68,68,68,21,21,1428,,,,,246411,
1138906,22,568,26,13,13,13,58,58,754,,,,,246412,
1138910,26,607,17,87,87,87,10,10,870,,,,,246413,
1138911,15,568,17,22,22,22,10,10,220,,,,,246414,
1138915,30,305,16,29,29,29,40,40,1160,,,,,246415,
1138917,18,889,17,47,47,47,10,10,470,,,,,246416,
1138920,23,607,14,20,20,0,57,57,1140,,,,,246417,
1138924,37,108,23,29,29,29,97,97,2813,,,,,246418,
1138927,26,108,27,2,2,2,3,3,6,,,,,246419,
1138928,21,688,16,85,85,85,40,40,3400,,,,,246420,
1138929,17,568,18,55,55,55,100,100,5500,,,,,246421,
1138932,27,607,18,67,67,0,100,100,6700,,,,,246422,
1138937,31,688,28,72,72,72,12,12,864,,,,,246423,
1138939,18,607,29,76,76,76,18,18,1368,,,,,246424,
1138942,35,607,29,79,79,79,18,18,1422,,,,,246425,
1138944,17,568,29,66,66,66,18,18,1188,,,,,246426,
1138947,35,305,27,55,55,55,3,3,165,,,,,246427,
1138951,13,300,29,2,2,2,18,18,36,,,,,246428,
1138952,19,607,22,57,57,57,8,8,456,,,,,246429,
1138955,27,855,25,74,74,74,78,78,5772,,,,,246430,
1138960,31,568,21,95,95,95,20,20,1900,,,,,246431,
1138965,32,607,27,47,47,47,3,3,141,,,,,246432,
1138967,25,568,21,61,61,61,20,20,1220,,,,,246433,
1138971,34,300,17,82,82,82,10,10,820,,,,,246434,
1138975,32,688,20,76,76,0,28,28,2128,,,,,246435,
1138980,22,568,26,77,77,77,58,58,4466,,,,,246436,
1138985,18,108,24,18,18,18,71,71,1278,,,,,246437,
1138986,29,855,28,71,71,0,12,12,852,,,,,246438,
1138991,32,607,28,17,17,17,12,12,204,,,,,246439,
1138996,18,543,17,62,62,62,10,10,620,,,,,246440,
1139000,22,543,26,34,34,0,58,58,1972,,,,,246441,
1139002,36,108,31,7,7,7,72,72,504,,,,,246442,
1139003,33,889,30,97,97,0,21,21,2037,,,,,246443,
1139004,25,305,16,56,0,0,40,40,2240,,,,,246444,
1139006,16,568,24,85,85,85,71,71,6035,,,,,246445,
1139007,21,855,17,75,75,75,10,10,750,,,,,246446,
1139009,26,543,14,18,18,18,57,57,1026,,,,,246447,
1139011,13,889,26,26,0,0,58,58,1508,,,,,246448,
1139016,34,617,26,67,67,67,58,58,3886,,,,,246449,
1139020,36,889,20,2,2,2,28,28,56,,,,,246450,
1139025,12,889,15,0,0,0,56,56,0,,,,,246451,
1139029,32,855,25,88,88,88,78,78,6864,,,,,246452,
1139034,30,543,15,55,55,55,56,56,3080,,,,,246453,
1139036,29,568,25,1,1,1,78,78,78,,,,,246454,
1139039,19,688,25,34,34,34,78,78,2652,,,,,246455,
1139040,25,617,31,40,40,40,72,72,2880,,,,,246456,
1139045,31,305,21,72,72,72,20,20,1440,,,,,246457,
1139049,24,607,28,56,56,56,12,12,672,,,,,246458,
1139054,32,607,15,7,7,7,56,56,392,,,,,246459,
1139058,27,889,22,85,85,0,8,8,680,,,,,246460,
1139059,30,607,29,25,0,0,18,18,450,,,,,246461,
1139061,14,305,23,57,57,57,97,97,5529,,,,,246462,
1139066,27,305,15,0,0,0,56,56,0,,,,,246463,
1139067,35,305,26,46,46,46,58,58,2668,,,,,246464,
1139072,24,855,17,97,97,97,10,10,970,,,,,246465,
1139074,13,305,24,6,6,6,71,71,426,,,,,246466,
1139079,33,617,21,44,44,44,20,20,880,,,,,246467,
1139084,15,305,18,73,73,73,100,100,7300,,,,,246468,
1139086,18,688,29,10,10,10,18,18,180,,,,,246469,
1139088,12,108,28,48,48,48,12,12,576,,,,,246470,
1139091,14,305,15,99,99,99,56,56,5544,,,,,246471,
1139093,36,855,25,92,92,92,78,78,7176,,,,,246472,
1139098,14,568,17,63,0,0,10,10,630,,,,,246473,
1139100,31,607,24,1,1,1,71,71,71,,,,,246474,
1139102,21,568,20,40,40,40,28,28,1120,,,,,246475,
1139106,27,568,24,48,48,48,71,71,3408,,,,,246476,
1139108,32,855,15,8,8,8,56,56,448,,,,,246477,
1139109,27,108,20,0,0,0,28,28,0,,,,,246478,
1139110,26,108,15,16,16,16,56,56,896,,,,,246479,
1139113,14,617,25,93,93,93,78,78,7254,,,,,246480,
1139115,12,855,28,5,5,5,12,12,60,,,,,246481,
1139119,19,607,19,94,94,94,44,44,4136,,,,,246482,
1139121,26,607,28,56,56,56,12,12,672,,,,,246483,
1139122,35,300,17,2,2,2,10,10,20,,,,,246484,
1139125,20,305,30,99,99,99,21,21,2079,,,,,246485,
1139129,20,568,31,15,15,15,72,72,1080,,,,,246486,
1139133,24,855,15,11,11,11,56,56,616,,,,,246487,
1139135,13,617,17,15,15,0,10,10,150,,,,,246488,
1139137,15,607,22,69,69,69,8,8,552,,,,,246489,
1139139,25,568,31,31,31,31,72,72,2232,,,,,246490,
1139141,33,543,24,69,69,0,71,71,4899,,,,,246491,
1139143,11,300,17,92,92,92,10,10,920,,,,,246492,
1139147,23,543,22,4,4,4,8,8,32,,,,,246493,
1139151,28,607,22,23,23,23,8,8,184,,,,,246494,
1139152,29,300,27,40,40,40,3,3,120,,,,,246495,
1139153,19,607,31,27,27,27,72,72,1944,,,,,246496,
1139158,23,543,29,61,61,61,18,18,1098,,,,,246497,
1139159,27,889,23,83,83,83,97,97,8051,,,,,246498,
1139160,13,108,29,43,43,43,18,18,774,,,,,246499,
1139165,31,568,28,27,27,27,12,12,324,,,,,246500,
1139170,27,688,27,26,26,26,3,3,78,,,,,246501,
1139174,34,108,22,39,39,39,8,8,312,,,,,246502,
1139178,28,543,29,86,86,86,18,18,1548,,,,,246503,
1139179,31,688,27,94,94,94,3,3,282,,,,,246504,
1139183,23,305,25,64,64,64,78,78,4992,,,,,246505,
1139184,11,300,30,95,95,95,21,21,1995,,,,,246506,
1139188,20,855,16,62,62,62,40,40,2480,,,,,246507,
1139192,34,855,29,73,73,0,18,18,1314,,,,,246508,
1139196,28,617,27,46,46,46,3,3,138,,,,,246509,
1139199,26,688,21,76,0,0,20,20,1520,,,,,246510,
1139202,12,108,23,75,75,75,97,97,7275,,,,,246511,
1139204,22,300,24,13,13,13,71,71,923,,,,,246512,
1139207,20,855,17,71,71,71,10,10,710,,,,,246513,
1139210,27,300,29,71,71,71,18,18,1278,,,,,246514,
1139213,13,688,28,49,49,49,12,12,588,,,,,246515,
1139215,20,617,20,69,69,69,28,28,1932,,,,,246516,
1139216,29,855,20,60,60,60,28,28,1680,,,,,246517,
1139217,34,108,15,43,43,43,56,56,2408,,,,,246518,
1139220,22,568,26,23,23,23,58,58,1334,,,,,246519,
1139225,13,300,30,97,97,97,21,21,2037,,,,,246520,
1139227,24,607,17,40,0,0,10,10,400,,,,,246521,
1139231,27,688,23,45,45,0,97,97,4365,,,,,246522,
1139233,24,617,16,42,0,0,40,40,1680,,,,,246523,
1139236,16,688,20,42,42,42,28,28,1176,,,,,246524,
1139237,17,607,29,83,83,0,18,18,1494,,,,,246525,
1139240,22,305,21,34,34,34,20,20,680,,,,,246526,
1139241,25,300,29,96,96,96,18,18,1728,,,,,246527,
1139244,19,617,28,30,30,30,12,12,360,,,,,246528,
1139247,24,889,18,88,88,88,100,100,8800,,,,,246529,
1139250,15,617,18,40,0,0,100,100,4000,,,,,246530,
1139253,33,568,26,49,49,49,58,58,2842,,,,,246531,
1139257,31,300,21,32,32,32,20,20,640,,,,,246532,
1139258,28,688,23,76,76,76,97,97,7372,,,,,246533,
1139259,28,543,15,72,72,72,56,56,4032,,,,,246534,
1139260,37,607,16,72,72,72,40,40,2880,,,,,246535,
1139264,16,617,24,70,70,0,71,71,4970,,,,,246536,
1139267,36,688,15,3,3,3,56,56,168,,,,,246537,
1139270,25,617,20,45,45,45,28,28,1260,,,,,246538,
1139275,25,607,15,95,95,95,56,56,5320,,,,,246539,
1139277,34,305,20,95,95,95,28,28,2660,,,,,246540,
1139282,19,855,21,73,73,73,20,20,1460,,,,,246541,
1139286,36,108,18,35,35,35,100,100,3500,,,,,246542,
1139288,19,889,23,78,78,78,97,97,7566,,,,,246543,
1139292,34,305,17,7,7,7,10,10,70,,,,,246544,
1139297,29,607,31,59,59,59,72,72,4248,,,,,246545,
1139298,27,688,21,70,70,70,20,20,1400,,,,,246546,
1139299,17,300,26,90,90,90,58,58,5220,,,,,246547,
1139303,37,607,30,91,91,91,21,21,1911,,,,,246548,
1139305,16,543,15,6,6,6,56,56,336,,,,,246549,
1139310,26,543,26,19,19,19,58,58,1102,,,,,246550,
1139313,23,568,19,33,33,33,44,44,1452,,,,,246551,
1139318,19,607,18,2,2,2,100,100,200,,,,,246552,
1139322,15,543,25,85,85,85,78,78,6630,,,,,246553,
1139325,23,889,18,31,31,31,100,100,3100,,,,,246554,
1139327,20,688,31,74,74,74,72,72,5328,,,,,246555,
1139330,31,889,20,42,42,42,28,28,1176,,,,,246556,
1139333,36,688,22,55,55,55,8,8,440,,,,,246557,
1139337,32,108,20,34,34,34,28,28,952,,,,,246558,
1139338,13,617,18,61,61,61,100,100,6100,,,,,246559,
1139340,34,543,23,58,58,58,97,97,5626,,,,,246560,
1139343,25,568,26,84,84,84,58,58,4872,,,,,246561,
1139345,31,688,25,71,71,71,78,78,5538,,,,,246562,
1139349,22,568,29,33,33,33,18,18,594,,,,,246563,
1139352,12,305,21,44,44,44,20,20,880,,,,,246564,
1139356,16,300,21,20,20,20,20,20,400,,,,,246565,
1139361,37,617,18,17,17,17,100,100,1700,,,,,246566,
1139364,33,889,23,57,57,57,97,97,5529,,,,,246567,
1139365,30,543,17,92,92,92,10,10,920,,,,,246568,
1139370,18,889,28,17,17,17,12,12,204,,,,,246569,
1139372,29,543,16,44,44,44,40,40,1760,,,,,246570,
1139377,17,889,16,48,48,48,40,40,1920,,,,,246571,
1139382,31,300,17,79,79,0,10,10,790,,,,,246572,
1139387,30,568,19,88,88,88,44,44,3872,,,,,246573,
1139389,13,108,28,79,79,79,12,12,948,,,,,246574,
1139392,20,568,29,19,19,19,18,18,342,,,,,246575,
1139394,27,108,23,38,38,38,97,97,3686,,,,,246576,
1139399,11,305,24,42,42,42,71,71,2982,,,,,246577,
1139402,31,568,25,31,31,31,78,78,2418,,,,,246578,
1139403,18,607,25,21,0,0,78,78,1638,,,,,246579,
1139404,17,543,14,98,98,98,57,57,5586,,,,,246580,
1139405,24,568,17,76,76,76,10,10,760,,,,,246581,
1139407,16,855,31,46,46,46,72,72,3312,,,,,246582,
1139412,11,300,29,100,100,100,18,18,1800,,,,,246583,
1139414,15,305,22,31,31,31,8,8,248,,,,,246584,
1139417,11,688,30,66,66,66,21,21,1386,,,,,246585,
1139419,32,855,20,72,72,72,28,28,2016,,,,,246586,
1139421,13,688,30,22,22,22,21,21,462,,,,,246587,
1139426,13,108,25,12,12,12,78,78,936,,,,,246588,
1139429,27,300,28,98,98,98,12,12,1176,,,,,246589,
1139433,37,305,17,85,85,85,10,10,850,,,,,246590,
1139437,22,568,19,25,25,25,44,44,1100,,,,,246591,
1139442,34,568,21,54,54,54,20,20,1080,,,,,246592,
1139447,37,617,20,73,73,73,28,28,2044,,,,,246593,
1139452,27,543,17,10,10,0,10,10,100,,,,,246594,
1139453,14,305,26,9,9,9,58,58,522,,,,,246595,
1139456,26,305,22,48,48,48,8,8,384,,,,,246596,
1139460,25,617,26,39,0,0,58,58,2262,,,,,246597,
1139461,27,889,15,2,2,2,56,56,112,,,,,246598,
1139463,27,568,28,63,63,63,12,12,756,,,,,246599,
1139467,16,617,17,9,9,9,10,10,90,,,,,246600,
1139472,34,543,23,3,3,3,97,97,291,,,,,246601,
1139477,31,568,14,97,97,97,57,57,5529,,,,,246602,
1139482,28,108,27,0,0,0,3,3,0,,,,,246603,
1139487,35,568,24,39,39,39,71,71,2769,,,,,246604,
1139489,24,607,22,51,51,0,8,8,408,,,,,246605,
1139494,31,688,29,95,95,95,18,18,1710,,,,,246606,
1139499,15,543,24,58,58,58,71,71,4118,,,,,246607,
1139500,24,305,29,0,0,0,18,18,0,,,,,246608,
1139501,31,543,23,24,24,24,97,97,2328,,,,,246609,
1139506,32,108,21,37,37,37,20,20,740,,,,,246610,
1139510,27,305,31,47,47,47,72,72,3384,,,,,246611,
1139512,33,688,19,64,64,0,44,44,2816,,,,,246612,
1139514,18,300,14,46,46,46,57,57,2622,,,,,246613,
1139519,19,617,25,42,42,42,78,78,3276,,,,,246614,
1139524,24,108,27,61,61,61,3,3,183,,,,,246615,
1139525,11,300,14,28,28,28,57,57,1596,,,,,246616,
1139528,33,543,28,85,85,85,12,12,1020,,,,,246617,
1139530,14,889,29,55,55,55,18,18,990,,,,,246618,
1139533,31,889,15,32,32,32,56,56,1792,,,,,246619,
1139537,21,607,18,70,70,70,100,100,7000,,,,,246620,
1139540,28,300,25,93,93,93,78,78,7254,,,,,246621,
1139544,25,607,25,100,100,100,78,78,7800,,,,,246622,
1139549,33,688,30,38,38,38,21,21,798,,,,,246623,
1139552,19,855,24,89,89,89,71,71,6319,,,,,246624,
1139555,30,543,29,30,30,30,18,18,540,,,,,246625,
1139558,33,305,26,33,33,33,58,58,1914,,,,,246626,
1139559,37,108,23,35,35,35,97,97,3395,,,,,246627,
1139564,35,688,30,9,9,9,21,21,189,,,,,246628,
1139568,35,617,16,4,4,4,40,40,160,,,,,246629,
1139570,30,305,23,59,59,59,97,97,5723,,,,,246630,
1139575,29,543,26,45,45,45,58,58,2610,,,,,246631,
1139576,14,617,31,4,4,4,72,72,288,,,,,246632,
1139579,19,617,25,12,12,12,78,78,936,,,,,246633,
1139582,31,543,18,98,98,98,100,100,9800,,,,,246634,
1139587,23,300,31,3,3,3,72,72,216,,,,,246635,
1139592,24,607,25,30,30,30,78,78,2340,,,,,246636,
1139593,28,855,17,5,5,5,10,10,50,,,,,246637,
1139597,37,607,18,100,100,100,100,100,10000,,,,,246638,
1139602,12,300,18,96,96,96,100,100,9600,,,,,246639,
1139605,15,300,20,41,41,41,28,28,1148,,,,,246640,
1139606,17,108,16,87,87,87,40,40,3480,,,,,246641,
1139607,19,688,31,70,70,70,72,72,5040,,,,,246642,
1139611,21,108,30,19,19,19,21,21,399,,,,,246643,
1139616,22,855,30,73,73,73,21,21,1533,,,,,246644,
